,word_from,lemma,pos
5652,стократно,стократно,ADV=
5653,любезный,любезный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5654,я,я,"SPRO,ед,1-л=им"
5655,горы,гора,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5656,аиста,аист,"S,муж,од=(вин,ед|род,ед)"
5657,дети,ребенок,"S,муж,од=им,мн"
5658,прилетели,прилетать,"V,нп=прош,мн,изъяв,сов"
5659,синички,синичка,"S,жен,од=(род,ед|им,мн)"
5660,пенки,пенка,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5661,рощах,роща,"S,жен,неод=пр,мн"
5662,позеленевших,позеленеть,"V,сов,нп=(прош,пр,мн,прич,полн,действ|прош,род,мн,прич,полн,действ|прош,вин,мн,прич,полн,действ,од)"
5663,поздно,поздно,ADV=
5664,улетели,улетать,"V,нп=прош,мн,изъяв,сов"
5665,сказавши,сказать,"V,сов,пе=прош,деепр"
5666,любезный,любезный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5667,живете,жить,"V,несов,нп=непрош,мн,изъяв,2-л"
5668,гости,гость,"S,муж,од=им,мн"
5669,пара,пара,"S,жен,неод=им,ед"
5670,внезапно,внезапно,ADV=
5671,порою,пора,"S,жен,неод=твор,ед"
5672,видно,видно,"ADV,вводн="
5673,живете,жить,"V,несов,нп=непрош,мн,изъяв,2-л"
5674,горных,горный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
5675,я,я,"SPRO,ед,1-л=им"
5676,вертлявой,вертлявый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5677,кровлей,кровля,"S,жен,неод=твор,ед"
5678,хаты,хата,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5679,свивает,свивать,"V=непрош,ед,изъяв,3-л,несов,пе"
5680,вечных,вечный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
5681,летает,летать,"V,несов,нп=непрош,ед,изъяв,3-л"
5682,клок,клок,"S,муж,неод=(вин,ед|им,ед)"
5683,мошек,мошка,"S,жен,од=(вин,мн|род,мн)"
5684,таскает,таскать,"V,несов,пе=непрош,ед,изъяв,3-л"
5685,строить,строить,"V,несов,пе=инф"
5686,бедняжке,бедняжка,"S,мж,од=(пр,ед|дат,ед)"
5687,хотелось,хотеться,"V,несов,нп=прош,ед,изъяв,сред"
5688,может,может,"ADV,вводн="
5689,птичка,птичка,"S,жен,од=им,ед"
5690,ль,ль,PART=
5691,любезный,любезный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5692,подробно,подробно,ADV=
5693,любезный,любезный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5694,слушать,слушать,"V,несов,пе=инф"
5695,листья,лист,"S,муж,неод=(вин,мн|им,мн)"
5696,ниспадают,ниспадать,"V,нп=непрош,мн,изъяв,3-л,несов"
5697,ветры,ветер,"S,муж,неод=(вин,мн|им,мн)"
5698,дуновеньем,дуновение,"S,сред,неод=твор,ед"
5699,извещают,извещать,"V=непрош,мн,изъяв,3-л,несов,пе"
5700,стужах,стужа,"S,жен,неод=пр,мн"
5701,холме,холм,"S,муж,неод=пр,ед"
5702,криком,крик,"S,муж,неод=твор,ед"
5703,образуем,образовывать,"V=(непрош,мн,изъяв,1-л,несов|непрош,ед,прич,кр,муж,несов,страд)"
5704,треугольник,треугольник,"S,муж,неод=(вин,ед|им,ед)"
5705,воздух,воздух,"S,муж,неод=(вин,ед|им,ед)"
5706,горы,гора,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5707,скоро,скоро,ADV=
5708,пропадаем,пропадать,"V,нп=непрош,мн,изъяв,1-л,несов"
5709,продолжаем,продолжать,"V,пе=(непрош,мн,изъяв,1-л,несов|непрош,ед,прич,кр,муж,несов,страд)"
5710,зная,знать,"V,несов,пе=непрош,деепр"
5711,долины,долина,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5712,реки,река,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5713,отдыхая,отдыхать,"V,нп=непрош,деепр,несов"
5714,ночи,ночь,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн|местн,ед)"
5715,моря,море,"S,сред,неод=(вин,мн|род,ед|им,мн)"
5716,иой,иой,"S,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед)"
5717,морем,море,"S,сред,неод=твор,ед"
5718,мигё,миг,"S,муж,неод=пр,ед"
5719,долина,долина,"S,жен,неод=им,ед"
5720,отвсюду,отвсюду,ADV=
5721,горами,гора,"S,жен,неод=твор,мн"
5722,точно,точно,ADV=
5723,сидите,сидеть,"V,несов,нп=(непрош,мн,изъяв,2-л|мн,пов,2-л)"
5724,чана,чан,"S,муж,неод=род,ед"
5725,камня,камень,"S,муж,неод=род,ед"
5726,потока,поток,"S,муж,неод=род,ед"
5727,подоле,подол,"S,муж,неод=пр,ед"
5728,образуют,образовывать,"V=непрош,мн,изъяв,3-л,несов"
5729,нами,мы,"SPRO,мн,1-л=твор"
5730,воображеньем,воображение,"S,сред,неод=твор,ед"
5731,токи,ток,"S,муж,неод=(вин,мн|им,мн)"
5732,ниспадают,ниспадать,"V,нп=непрош,мн,изъяв,3-л,несов"
5733,утесов,утес,"S,муж,неод=род,мн"
5734,скоро,скоро,ADV=
5735,водою,вода,"S,жен,неод=твор,ед"
5736,долина,долина,"S,жен,неод=им,ед"
5737,любезный,любезный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5738,боюся,боюся,"S,имя,мж,од=им,ед"
5739,бояться,бояться,"V,несов,нп=инф"
5740,воду,вода,"S,жен,неод=вин,ед"
5741,потоков,поток,"S,муж,неод=род,мн"
5742,спокоен,спокойный,"A=ед,кр,муж"
5743,больше,больше,ADV=
5744,море,море,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
5745,разом,разом,ADV=
5746,перелетевши,перелетать,"V=прош,деепр,сов"
5747,видим,видеть,"V,несов,пе=(непрош,мн,изъяв,1-л|непрош,ед,прич,кр,муж,страд)"
5748,долине,долина,"S,жен,неод=(пр,ед|дат,ед)"
5749,подобных,подобный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
5750,море,море,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
5751,лето,лето,"S,ед,сред,неод=(вин|им)"
5752,ушедше,ушедший,"A=ед,кр,сред"
5753,вершинах,вершина,"S,жен,неод=пр,мн"
5754,странных,странный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
5755,объемлют,объять,"V,пе=непрош,мн,изъяв,3-л,несов"
5756,пространство,пространство,"S,сред,неод=(вин,ед|им,ед)"
5757,возвышаясь,возвышаться,"V,нп=непрош,деепр,несов"
5758,уже,уже,ADV=
5759,скрывают,скрывать,"V=непрош,мн,изъяв,3-л,несов,пе"
5760,тучи,туча,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5761,долине,долина,"S,жен,неод=(пр,ед|дат,ед)"
5762,птицу,птица,"S,жен,од=вин,ед"
5763,лебединой,лебединый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5764,виднее,видный,A=срав
5765,имя,имя,"S,сред,неод=(вин,ед|им,ед)"
5766,крылья,крыло,"S,сред,неод=(вин,мн|им,мн)"
5767,цветом,цвет,"S,муж,неод=твор,ед"
5768,дети,ребенок,"S,муж,од=им,мн"
5769,способны,способный,"A=мн,кр"
5770,вами,вы,"SPRO,мн,2-л=твор"
5771,красивый,красивый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5772,вами,вы,"SPRO,мн,2-л=твор"
5773,ваши,ваш,"APRO=(им,мн|вин,мн,неод)"
5774,прилетает,прилетать,"V,нп=непрош,ед,изъяв,3-л,несов"
5775,расказы,расказ,"S,муж,неод=(вин,мн|им,мн)"
5776,бы,бы,PART=
5777,милый,милый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5778,тобою,ты,"SPRO,ед,2-л=твор"
5779,зримы,зримый,"A=мн,кр"
5780,горы,гора,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5781,облежащи,облежащий,"A=мн,кр"
5782,подпоры,подпора,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5783,пределы,предел,"S,муж,неод=(вин,мн|им,мн)"
5784,мрачна,мрачный,"A=ед,кр,жен"
5785,Ночи,ночь,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн|местн,ед)"
5786,вершинах,вершина,"S,жен,неод=пр,мн"
5787,наверно,наверно,"ADV,вводн="
5788,Солнце,солнце,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
5789,дети,ребенок,"S,муж,од=им,мн"
5790,покойно,покойно,ADV=
5791,почивают,почивать,"V,несов,нп=непрош,мн,изъяв,3-л"
5792,точно,точно,ADV=
5793,дети,ребенок,"S,муж,од=им,мн"
5794,платье,платье,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
5795,светлой,светлый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5796,переходят,переходить,"V,пе=непрош,мн,изъяв,3-л,несов"
5797,равнину,равнина,"S,жен,неод=вин,ед"
5798,думал,думать,"V,несов,нп=прош,ед,изъяв,муж"
5799,горы,гора,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5800,застану,заставать,"V,пе=непрош,ед,изъяв,1-л,сов"
5801,друга,друг,"S,муж,од=(вин,ед|род,ед)"
5802,колыбелях,колыбель,"S,жен,неод=пр,мн"
5803,объятых,объять,"V,пе=(прош,пр,мн,прич,полн,сов,страд|прош,вин,мн,прич,полн,сов,страд,од|прош,род,мн,прич,полн,сов,страд)"
5804,удивленьем,удивление,"S,сред,неод=твор,ед"
5805,странник,странник,"S,муж,од=им,ед"
5806,огромный,огромный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5807,Фивской,фивский,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5808,виден,видный,"A=ед,кр,муж"
5809,подошвы,подошва,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5810,голос,голос,"S,муж,неод=(вин,ед|им,ед)"
5811,грома,гром,"S,муж,неод=(вин,мн|род,ед|им,мн)"
5812,Эпира,эпир,"S,муж,неод=род,ед"
5813,долы,дол,"S,муж,неод=(вин,мн|им,мн)"
5814,роскошной,роскошный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5815,равнины,равнина,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5816,видел,видеть,"V,несов,пе=прош,ед,изъяв,муж"
5817,грады,град,"S,муж,неод=(вин,мн|им,мн)"
5818,многолюдной,многолюдный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5819,местечко,местечко,"S,сред,неод=(вин,ед|им,ед)"
5820,видел,видеть,"V,несов,пе=прош,ед,изъяв,муж"
5821,храмы,храм,"S,муж,неод=(вин,мн|им,мн)"
5822,дивны,дивный,"A=мн,кр"
5823,доселе,доселе,ADVPRO=
5824,был,быть,"V,нп=прош,ед,изъяв,муж,несов"
5825,этим,это,"SPRO,ед,сред,неод=твор"
5826,воздвигнут,воздвигать,"V,пе=(прош,ед,прич,кр,муж,сов,страд|непрош,мн,изъяв,3-л,сов)"
5827,чудесный,чудесный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5828,разноцветны,разноцветный,"A=мн,кр"
5829,поросщиа,поросщиа,"S,ед,неод=(пр|вин|дат|род|твор|им)"
5830,ясно,ясно,ADV=
5831,минувших,минувший,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
5832,создан,создавать,"V,пе=прош,ед,прич,кр,муж,сов,страд"
5833,происхожденье,происхождение,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
5834,нашим,наш,"APRO=(дат,мн|твор,ед,муж|твор,ед,сред)"
5835,славы,слава,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5836,злоключений,злоключение,"S,сред,неод=род,мн"
5837,похода,поход,"S,муж,неод=род,ед"
5838,владели,владеть,"V,несов,нп=прош,мн,изъяв"
5839,Кадма,кадма,"S,имя,муж,од=им,ед"
5840,неприступном,неприступный,"A=(пр,ед,полн,муж|пр,ед,полн,сред)"
5841,свирепый,свирепый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5842,Элфенора,элфенор,"S,муж,од=(вин,ед|род,ед|им,мн)"
5843,обманом,обман,"S,муж,неод=твор,ед"
5844,цепью,цепь,"S,жен,неод=твор,ед"
5845,злодеяний,злодеяние,"S,сред,неод=род,мн"
5846,свободном,свободный,"A=(пр,ед,полн,муж|пр,ед,полн,сред)"
5847,самовластье,самовластие,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
5848,Киферона,киферон,"S,муж,неод=род,ед"
5849,пристала,приставать,"V,нп=прош,ед,изъяв,жен,сов"
5850,свирепством,свирепство,"S,сред,неод=твор,ед"
5851,беспощадным,беспощадный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
5852,мановеньи,мановение,"S,сред,неод=пр,ед"
5853,исполненью,исполнение,"S,сред,неод=дат,ед"
5854,повелений,повеление,"S,сред,неод=род,мн"
5855,алчный,алчный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5856,силой,сила,"S,жен,неод=твор,ед"
5857,раздором,раздор,"S,муж,неод=твор,ед"
5858,малу,мала,"S,ед,жен,неод=вин"
5859,Этеону,этеон,"S,муж,неод=дат,ед"
5860,Эритру,эритирать,"V=непрош,ед,изъяв,1-л,сов"
5861,жадных,жадный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
5862,мыслей,мысль,"S,жен,неод=род,мн"
5863,целью,цель,"S,жен,неод=твор,ед"
5864,Платея,платея,"S,имя,жен,од=им,ед"
5865,младая,младой,"A=им,ед,полн,жен"
5866,Кадма,кадма,"S,имя,муж,од=им,ед"
5867,Леита,леит,"S,муж,неод=род,ед"
5868,наследство,наследство,"S,сред,неод=(вин,ед|им,ед)"
5869,знаменитый,знаменитый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5870,славы,слава,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5871,Платее,платея,"S,жен,неод=(пр,ед|дат,ед)"
5872,им,они,"SPRO,мн=дат"
5873,Андрократом,андрократ,"S,муж,од=твор,ед"
5874,бесстрашным,бесстрашный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
5875,Гелленов,геллен,"S,имя,муж,од=(вин,мн|род,мн)"
5876,живущих,жить,"V,несов,нп=(непрош,пр,мн,прич,полн,действ|непрош,род,мн,прич,полн,действ|непрош,вин,мн,прич,полн,действ,од)"
5877,моря,море,"S,сред,неод=(вин,мн|род,ед|им,мн)"
5878,проходили,проходить,"V=(прош,мн,изъяв,сов,пе|прош,мн,изъяв,несов,пе)"
5879,прославить,прославлять,"V,пе=инф,сов"
5880,постигнут,постигать,"V=(прош,ед,прич,кр,муж,сов,страд|непрош,мн,изъяв,3-л,сов)"
5881,почтенный,почтенный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5882,Аполлона,аполлон,"S,имя,муж,од=(вин,ед|род,ед)"
5883,достойный,достойный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5884,счастливым,счастливый,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
5885,народом,народ,"S,муж,неод=твор,ед"
5886,подражая,подражать,"V,несов,нп=непрош,деепр"
5887,расправы,расправа,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5888,Платейских,платейский,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
5889,занимает,занимать,"V=непрош,ед,изъяв,3-л,несов,пе"
5890,многолюдной,многолюдный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5891,селений,селение,"S,сред,неод=род,мн"
5892,решает,решать,"V,пе=непрош,ед,изъяв,3-л,несов"
5893,праву,право,"S,сред,неод=дат,ед"
5894,начатые,начинать,"V,пе=(прош,вин,мн,прич,полн,сов,страд,неод|прош,им,мн,прич,полн,сов,страд)"
5895,предосторожным,предосторожный,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
5896,защитниц,защитница,"S,жен,од=(вин,мн|род,мн)"
5897,града,град,"S,муж,неод=род,ед"
5898,Минервы,минерв,"S,муж,неод=(вин,мн|им,мн)"
5899,спешно,спешно,ADV=
5900,мудрой,мудрый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5901,волей,воля,"S,жен,неод=твор,ед"
5902,берег,берег,"S,муж,неод=(вин,ед|им,ед)"
5903,возвышает,возвышать,"V=непрош,ед,изъяв,3-л,несов,пе"
5904,могущей,мочь,"V,несов,нп=(непрош,пр,ед,прич,полн,жен,действ|непрош,дат,ед,прич,полн,жен,действ|непрош,род,ед,прич,полн,жен,действ|непрош,твор,ед,прич,полн,жен,действ)"
5905,защищая,защищать,"V,пе=непрош,деепр,несов"
5906,потока,поток,"S,муж,неод=род,ед"
5907,летом,лето,"S,ед,сред,неод=твор"
5908,собирая,собирать,"V=непрош,деепр,несов,пе"
5909,быстры,быстрый,"A=мн,кр"
5910,снега,снег,"S,муж,неод=(вин,мн|род,ед|им,мн)"
5911,разрушает,разрушать,"V,пе=непрош,ед,изъяв,3-л,несов"
5912,земледельца,земледелец,"S,муж,од=(вин,ед|род,ед)"
5913,мостами,мост,"S,муж,неод=твор,мн"
5914,остров,остров,"S,муж,неод=(вин,ед|им,ед)"
5915,Эрею,эрея,"S,ед,жен,неод=вин"
5916,градом,град,"S,муж,неод=твор,ед"
5917,необозримой,необозримый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5918,съединяет,съединять,"V,пе=непрош,ед,изъяв,3-л,несов"
5919,предприятьях,предприятие,"S,сред,неод=пр,мн"
5920,подвиг,подвиг,"S,муж,неод=(вин,ед|им,ед)"
5921,Исполинов,исполин,"S,муж,од=(вин,мн|род,мн)"
5922,препятствий,препятствие,"S,сред,неод=род,мн"
5923,поднял,подымать,"V=прош,ед,изъяв,муж,сов"
5924,дорогу,дорога,"S,жен,неод=вин,ед"
5925,Киферона,киферон,"S,муж,неод=род,ед"
5926,камни,камень,"S,муж,неод=(вин,мн|им,мн)"
5927,бездны,бездна,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5928,ревущей,реветь,"V,несов,нп=(непрош,пр,ед,прич,полн,жен,действ|непрош,дат,ед,прич,полн,жен,действ|непрош,род,ед,прич,полн,жен,действ|непрош,твор,ед,прич,полн,жен,действ)"
5929,преодолевши,преодолевать,"V,пе=прош,деепр,сов"
5930,препоны,препона,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5931,склоненью,склонение,"S,сред,неод=дат,ед"
5932,югу,юг,"S,муж,неод=дат,ед"
5933,Мегаре,мегарь,"S,муж,неод=пр,ед"
5934,Эре,эра,"S,жен,неод=(пр,ед|дат,ед)"
5935,лозы,лоза,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5936,рощей,роща,"S,жен,неод=твор,ед"
5937,Крита,крит,"S,гео,муж,неод=род,ед"
5938,собою,себя,SPRO=твор
5939,чуждой,чуждый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5940,тщаньем,тщание,"S,сред,неод=твор,ед"
5941,стали,становиться,"V,нп=прош,мн,изъяв,сов"
5942,кустами,куст,"S,муж,неод=твор,мн"
5943,пришельцев,пришелец,"S,муж,од=(вин,мн|род,мн)"
5944,признавая,признавать,"V,пе=непрош,деепр,несов"
5945,родною,родной,"A=твор,ед,полн,жен"
5946,Эры,эра,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5947,веселых,веселый,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
5948,Евресису,евресис,"S,муж,неод=дат,ед"
5949,тенью,тень,"S,жен,неод=твор,ед"
5950,почтенный,почтенный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5951,равнине,равнина,"S,жен,неод=(пр,ед|дат,ед)"
5952,чужеземный,чужеземный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5953,запоздалый,запоздалый,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
5954,гостеприимно,гостеприимно,ADV=
5955,обитель,обитель,"S,жен,неод=(вин,ед|им,ед)"
5956,встретит,встречать,"V,пе=непрош,ед,изъяв,3-л,сов"
5957,богами,бог,"S,муж,од=твор,мн"
5958,приглашает,приглашать,"V=непрош,ед,изъяв,3-л,несов,пе"
5959,чертоги,чертог,"S,муж,неод=(вин,мн|им,мн)"
5960,песнопевца,песнопевец,"S,муж,од=(вин,ед|род,ед)"
5961,круга,круг,"S,муж,неод=род,ед"
5962,лиру,лира,"S,жен,неод=вин,ед"
5963,речью,речь,"S,жен,неод=твор,ед"
5964,руки,рука,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5965,пииту,пиит,"S,муж,од=дат,ед"
5966,внимают,внимать,"V,нп=непрош,мн,изъяв,3-л,несов"
5967,безмолвной,безмолвный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5968,Леиту,леит,"S,муж,неод=дат,ед"
5969,Владыке,владыка,"S,муж,од=(пр,ед|дат,ед)"
5970,изобильной,изобильный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
5971,благозвучны,благозвучный,"A=мн,кр"
5972,пиитов,пиит,"S,муж,од=(вин,мн|род,мн)"
5973,неложно,неложный,"A=ед,кр,сред"
5974,имя,имя,"S,сред,неод=(вин,ед|им,ед)"
5975,Владыки,владыка,"S,муж,од=(род,ед|им,мн)"
5976,поздним,поздний,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
5977,владевши,владеть,"V,несов,нп=прош,деепр"
5978,градом,град,"S,муж,неод=твор,ед"
5979,сновиденьи,сновидение,"S,сред,неод=пр,ед"
5980,супругу,супруга,"S,жен,од=вин,ед"
5981,царство,царство,"S,сред,неод=(вин,ед|им,ед)"
5982,срока,срок,"S,муж,неод=род,ед"
5983,взором,взор,"S,муж,неод=твор,ед"
5984,приглашает,приглашать,"V=непрош,ед,изъяв,3-л,несов,пе"
5985,поляны,поляна,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5986,лето,лето,"S,ед,сред,неод=(вин|им)"
5987,застало,заставать,"V,пе=прош,ед,изъяв,сред,сов"
5988,могиле,могила,"S,жен,неод=(пр,ед|дат,ед)"
5989,почиет,почить,"V,нп=(непрош,ед,изъяв,3-л,несов|непрош,ед,изъяв,3-л,сов)"
5990,пещеры,пещера,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5991,Сфратидских,сфратидский,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
5992,Лейта,лейт,"S,имя,муж,од=(вин,ед|род,ед)"
5993,долго,долго,ADV=
5994,кончины,кончина,"S,жен,неод=(вин,мн|род,ед|им,мн)"
5995,Аврора,аврора,"S,имя,жен,од=им,ед"
5996,красою,краса,"S,жен,неод=твор,ед"
5997,оных,оный,"APRO=(пр,мн|род,мн|вин,мн,од)"
5998,деда,дед,"S,муж,од=(вин,ед|род,ед)"
5999,носит,носить,"V,несов,пе=непрош,ед,изъяв,3-л"
6000,смерти,смерть,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"
6001,страха,страх,"S,муж,неод=род,ед"
6002,другу,друг,"S,муж,од=дат,ед"
6003,Андрократу,андрократ,"S,муж,од=дат,ед"
6004,он,он,"SPRO,ед,3-л,муж=им"
6005,Андрократу,андрократ,"S,муж,од=дат,ед"
6006,забавляя,забавлять,"V,несов,пе=непрош,деепр"
6007,лаской,ласка,"S,жен,неод=твор,ед"
6008,родитель,родитель,"S,муж,од=им,ед"
6009,Аркесилая,аркесилай,"S,имя,муж,од=(вин,ед|род,ед)"
6010,же,же,PART=
6011,друг,друг,"S,муж,од=им,ед"
6012,малютке,малютка,"S,мж,од=(пр,ед|дат,ед)"
6013,станет,становиться,"V,нп=непрош,ед,изъяв,3-л,сов"
6014,обещает,обещать,"V,пе=(непрош,ед,изъяв,3-л,несов|непрош,ед,изъяв,3-л,сов)"
6015,Владыке,владыка,"S,муж,од=(пр,ед|дат,ед)"
6016,исполнить,исполнять,"V,пе=инф,сов"
6017,ресницы,ресница,"S,жен,неод=(вин,мн|род,ед|им,мн)"
6018,спадает,спадать,"V,нп=непрош,ед,изъяв,3-л,несов"
6019,друга,друг,"S,муж,од=(вин,ед|род,ед)"
6020,улетает,улетать,"V,нп=непрош,ед,изъяв,3-л,несов"
6021,Леита,леит,"S,муж,неод=род,ед"
6022,брани,брань,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"
6023,усердный,усердный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
6024,золотого,золотой,"A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред)"
6025,престола,престол,"S,муж,неод=род,ед"
6026,Платеянам,платеянин,"S,муж,од=дат,мн"
6027,Леита,леит,"S,муж,неод=род,ед"
6028,слава,слава,"S,жен,неод=им,ед"
6029,хранили,хранить,"V,несов,пе=прош,мн,изъяв"
6030,сила,сила,"S,жен,неод=им,ед"
6031,защита,защита,"S,жен,неод=им,ед"
6032,Аркесилаю,аркесилая,"S,имя,жен,од=вин,ед"
6033,Леита,леит,"S,муж,неод=род,ед"
6034,ныне,ныне,ADV=
6035,забавой,забава,"S,жен,неод=твор,ед"
6036,приуготовленья,приуготовление,"S,сред,неод=(вин,мн|род,ед|им,мн)"
6037,неизбежимой,неизбежимый,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
6038,отважный,отважный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
6039,сила,сила,"S,жен,неод=им,ед"
6040,нас,мы,"SPRO,мн,1-л=(пр|вин|род)"
6041,граждане,гражданин,"S,муж,од=им,мн"
6042,предложенье,предложение,"S,сред,неод=(пр,ед|вин,ед|им,ед)"
6043,благоговейной,благоговейный,"A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)"
6044,слезы,слеза,"S,жен,неод=(вин,мн|род,ед|им,мн)"
6045,увидев,увидеть,"V,сов,пе=прош,деепр"
6046,Минервы,минерв,"S,муж,неод=(вин,мн|им,мн)"
6047,стройны,стройный,"A=мн,кр"
6048,Платейских,платейский,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
6049,свирели,свирель,"S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)"
6050,протекавших,протекать,"V,нп=(прош,пр,мн,прич,полн,несов,действ|прош,род,мн,прич,полн,несов,действ|прош,вин,мн,прич,полн,несов,действ,од)"
6051,легким,легкий,"A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)"
6052,града,град,"S,муж,неод=род,ед"
6053,цветами,цветок,"S,муж,неод=твор,мн"
6054,единозвучный,единозвучный,"A=(вин,ед,полн,муж,неод|им,ед,полн,муж)"
6055,ровных,ровный,"A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)"
6056,доспехов,доспехи,"S,мн,неод=род"
